year,country,player,position,overall,canKick
2003,Afrique_du_Sud,Schalk Burger,TroisiemeLigneAile,88,False
2003,Afrique_du_Sud,Danie Rossouw,TroisiemeLigneAile,77,False
2003,Afrique_du_Sud,Hendro Scholtz,TroisiemeLigneAile,83,False
2003,Afrique_du_Sud,Joe van Niekerk,TroisiemeLigneCentre,80,False
2003,Afrique_du_Sud,Juan Smith,TroisiemeLigneCentre,82,False
2003,Afrique_du_Sud,Joost van der Westhuizen,DemiDeMelee,91,False
2003,Afrique_du_Sud,Neil De Kock,DemiDeMelee,78,False
2003,Afrique_du_Sud,Louis Koen,DemiOuverture,81,True
2003,Afrique_du_Sud,Derick Hougaard,DemiOuverture,79,True
2003,Afrique_du_Sud,Jean de Villiers,Centre,77,False
2003,Afrique_du_Sud,Jaque Fourie,Centre,87,False
2003,Afrique_du_Sud,De Wet Barry,Centre,80,False
2003,Afrique_du_Sud,Gcobani Bobo,Centre,82,False
2003,Afrique_du_Sud,Jorrie Muller,Centre,80,False
2003,Afrique_du_Sud,Thinus Delport,Ailier,78,False
2003,Afrique_du_Sud,Breyton Paulse,Ailier,86,False
2003,Afrique_du_Sud,Stefan Terblanche,Ailier,79,False
2003,Afrique_du_Sud,Ashwin Willemse,Ailier,85,False
2003,Afrique_du_Sud,Werner Greeff,Arriere,83,False
2003,Afrique_du_Sud,Ricardo Loubscher,Arriere,80,False
2003,Afrique_du_Sud,Jaco van der Westhuizen,Arriere,82,False
2003,Angleterre,Trevor Woodman,Pilier,86,False
2003,Angleterre,Phil Vickery,Pilier,88,False
2003,Angleterre,Jason Leonard,Pilier,88,False
2003,Angleterre,Julian White,Pilier,85,False
2003,Angleterre,Steve Thompson,Talonneur,87,False
2003,Angleterre,Dorian West,Talonneur,89,False
2003,Angleterre,Mark Regan,Talonneur,86,False
2003,Angleterre,Martin Johnson,DeuxiemeLigne,94,False
2003,Angleterre,Ben Kay,DeuxiemeLigne,87,False
2003,Angleterre,Danny Grewcock,DeuxiemeLigne,84,False
2003,Angleterre,Simon Shaw,DeuxiemeLigne,87,False
2003,Angleterre,Richard Hill,TroisiemeLigneAile,93,False
2003,Angleterre,Neil Back,TroisiemeLigneAile,92,False
2003,Angleterre,Lewis Moody,TroisiemeLigneAile,89,False
2003,Angleterre,Lawrence Dallaglio,TroisiemeLigneCentre,93,False
2003,Angleterre,Martin Corry,TroisiemeLigneCentre,88,False
2003,Angleterre,Joe Worsley,TroisiemeLigneCentre,86,False
2003,Angleterre,Matt Dawson,DemiDeMelee,89,False
2003,Angleterre,Kyran Bracken,DemiDeMelee,87,False
2003,Angleterre,Andy Gomarsall,DemiDeMelee,85,False
2003,Angleterre,Jonny Wilkinson,DemiOuverture,98,True
2003,Angleterre,Mike Catt,DemiOuverture,90,True
2003,Angleterre,Paul Grayson,DemiOuverture,86,True
2003,Angleterre,Mike Tindall,Centre,88,False
2003,Angleterre,Will Greenwood,Centre,90,False
2003,Angleterre,Stuart Abbott,Centre,84,False
2003,Angleterre,Ben Cohen,Ailier,89,False
2003,Angleterre,Jason Robinson,Ailier,92,False
2003,Angleterre,Dan Luger,Ailier,83,False
2003,Angleterre,Josh Lewsey,Arriere,89,False
2003,Angleterre,Iain Balshaw,Arriere,86,False
2003,Géorgie,Goderdzi Shvelidze,Pilier,67,False
2003,Géorgie,Avto Kopaliani,Pilier,65,False
2003,Géorgie,Alexander Margvelashvili,Pilier,63,False
2003,Géorgie,Ploseb Nikolaenko,Pilier,66,False
2003,Géorgie,Akvsenti Giorgadze,Talonneur,64,False
2003,Géorgie,David Dadunashvili,Talonneur,62,False
2003,Géorgie,Zurab Mtchedlishvili,DeuxiemeLigne,68,False
2003,Géorgie,Vano Nadiradze,DeuxiemeLigne,65,False
2003,Géorgie,Victor Didebulidze,DeuxiemeLigne,67,False
2003,Géorgie,Sergo Gujaraidze,DeuxiemeLigne,65,False
2003,Géorgie,Gregori Labadze,TroisiemeLigneAile,63,False
2003,Géorgie,Gregoire Yachvili,TroisiemeLigneAile,66,False
2003,Géorgie,Georgi Chkhaidze,TroisiemeLigneAile,64,False
2003,Géorgie,George Tsiklauri,TroisiemeLigneAile,62,False
2003,Géorgie,Ilia Zedguinidze,TroisiemeLigneCentre,68,False
2003,Géorgie,David Bolgashvili,TroisiemeLigneCentre,65,False
2003,Géorgie,Irakli Abuseridze,DemiDeMelee,67,False
2003,Géorgie,Irakli Modebadze,DemiDeMelee,65,False
2003,Géorgie,Merab Kvirikashvili,DemiOuverture,73,True
2003,Géorgie,Pavie Jimsheladze,DemiOuverture,66,True
2003,Géorgie,Irakli Giorgadze,Centre,64,False
2003,Géorgie,Tedo Zibzibadze,Centre,62,False
2003,Géorgie,Otar Eloshvili,Centre,68,False
2003,Géorgie,Malkhaz Urjukashvili,Ailier,65,True
2003,Géorgie,Vasil Katsadze,Ailier,67,False
2003,Géorgie,Gocha Khonelidze,Ailier,65,False
2003,Géorgie,Archil Kavtarashvili,Ailier,63,False
2003,Géorgie,Irakli Machkhaneli,Arriere,66,False
2003,Géorgie,Bessik Khamashuridze,Arriere,64,False
2003,Géorgie,Badri Khekhelashvili,Arriere,62,False
2003,Samoa,Kas Lealamanua,Pilier,78,False
2003,Samoa,Jeremy Tomuli,Pilier,71,False
2003,Samoa,Simon Lemalu,Pilier,73,False
2003,Samoa,Tamato Leupolu,Pilier,71,False
2003,Samoa,Jonathan Meredith,Talonneur,69,False
2003,Samoa,Mahonri Schwalger,Talonneur,72,False
2003,Samoa,Opeta Palepoi,DeuxiemeLigne,70,False
2003,Samoa,Leo Lafaiali'i,DeuxiemeLigne,68,False
2003,Samoa,Michael von Dincklage,DeuxiemeLigne,74,False
2003,Samoa,Kitiona Viliamu,DeuxiemeLigne,71,False
2003,Samoa,Maurie Fa'asavalu,TroisiemeLigneAile,73,False
2003,Samoa,Peter Poulos,TroisiemeLigneAile,71,False
2003,Samoa,Des Tuiavi'i,TroisiemeLigneAile,69,False
2003,Samoa,Siaosi Vaili,TroisiemeLigneAile,72,False
2003,Samoa,Patrick Segi,TroisiemeLigneAile,70,False
2003,Samoa,Semo Sititi,TroisiemeLigneCentre,82,False
2003,Samoa,Steven So'oialo,DemiDeMelee,74,False
2003,Samoa,Denning Tyrell,DemiDeMelee,71,False
2003,Samoa,John Senio,DemiDeMelee,73,False
2003,Samoa,Fa'atonu Fili,DemiOuverture,71,True
2003,Samoa,Earl Va'a,DemiOuverture,80,True
2003,Samoa,Brian Lima,Centre,84,True
2003,Samoa,Romi Ropati,Centre,70,False
2003,Samoa,Dale Rasmussen,Centre,68,False
2003,Samoa,Terry Fanolua,Centre,74,False
2003,Samoa,Lome Fa'atau,Ailier,80,False
2003,Samoa,Dominic Feau'nati,Ailier,73,False
2003,Samoa,Ron Fanuatanu,Ailier,71,False
2003,Samoa,Sailosi Tagicakibau,Ailier,79,False
2003,Samoa,Tanner Vili,Arriere,81,False
2003,Uruguay,Pablo Lemoine,Pilier,75,True
2003,Uruguay,Rodrigo Sanchez,Pilier,60,False
2003,Uruguay,Eduardo Berruti,Pilier,66,False
2003,Uruguay,Guillermo Storace,Pilier,63,False
2003,Uruguay,Juan Machado,Pilier,65,False
2003,Uruguay,Diego Lamelas,Talonneur,63,False
2003,Uruguay,Juan Andres Perez,Talonneur,61,False
2003,Uruguay,Juan Carlos Bado,DeuxiemeLigne,64,False
2003,Uruguay,Juan Alzueta,DeuxiemeLigne,62,False
2003,Uruguay,Juan Álvarez,DeuxiemeLigne,60,False
2003,Uruguay,Leonardo De Olivera,DeuxiemeLigne,66,False
2003,Uruguay,Nicolas Brignoni,TroisiemeLigneAile,63,False
2003,Uruguay,Nicolas Grille,TroisiemeLigneAile,65,False
2003,Uruguay,Marcelo Guitierrez,TroisiemeLigneAile,63,False
2003,Uruguay,Ignacio Conti,TroisiemeLigneAile,61,False
2003,Uruguay,Rodrigo Capo Ortega,TroisiemeLigneCentre,74,False
2003,Uruguay,Hernan Ponte,TroisiemeLigneCentre,62,False
2003,Uruguay,Bernardo Amarillo,DemiDeMelee,60,False
2003,Uruguay,Emiliano Caffera,DemiDeMelee,66,False
2003,Uruguay,Juan Campomar,DemiDeMelee,63,False
2003,Uruguay,Sebastian Aguirre,DemiOuverture,65,True
2003,Uruguay,Diego Aguirre,Centre,73,False
2003,Uruguay,Martin Mendaro,Centre,61,False
2003,Uruguay,Joaquin De Freitas,Centre,64,False
2003,Uruguay,Emiliano Ibarra,Ailier,62,False
2003,Uruguay,Joaquin Pastore,Ailier,60,False
2003,Uruguay,Carlos Baldassari,Ailier,66,False
2003,Uruguay,Alfonso Cardoso,Arriere,63,False
2003,Uruguay,Juan Menchaca,Arriere,65,True
2003,Uruguay,Diego Reyes,Arriere,63,False
2003,Canada,Jon Thiel,Pilier,62,False
2003,Canada,Rod Snow,Pilier,74,False
2003,Canada,Garth Cooke,Pilier,63,False
2003,Canada,Kevin Tkachuk,Pilier,61,False
2003,Canada,Pat Dunkley,Talonneur,67,False
2003,Canada,Aaron Abrams,Talonneur,64,False
2003,Canada,Mark Lawson,Talonneur,66,False
2003,Canada,Mike James,DeuxiemeLigne,64,False
2003,Canada,Jamie Cudmore,DeuxiemeLigne,75,False
2003,Canada,Colin Yukes,DeuxiemeLigne,65,False
2003,Canada,Ed Knaggs,DeuxiemeLigne,63,False
2003,Canada,Adam Van Staveren,TroisiemeLigneAile,61,False
2003,Canada,Ryan Banks,TroisiemeLigneAile,67,False
2003,Canada,Jim Douglas,TroisiemeLigneAile,64,False
2003,Canada,Jeff Reid,TroisiemeLigneAile,66,False
2003,Canada,Al Charron,TroisiemeLigneCentre,75,False
2003,Canada,Josh Jackson,TroisiemeLigneCentre,62,False
2003,Canada,Morgan Williams,DemiDeMelee,65,False
2003,Canada,Ed Fairhurst,DemiDeMelee,63,False
2003,Canada,Bobby Ross,DemiOuverture,61,True
2003,Canada,Jared Barker,DemiOuverture,67,True
2003,Canada,John Cannon,Centre,64,False
2003,Canada,Marco Di Girolamo,Centre,66,False
2003,Canada,Ryan Smith,Centre,64,False
2003,Canada,Nik Witkowski,Centre,62,False
2003,Canada,Winston Stanley,Ailier,65,False
2003,Canada,Dave Lougheed,Ailier,63,False
2003,Canada,Sean Fauth,Ailier,61,False
2003,Canada,Matt King,Ailier,67,False
2003,Canada,James Pritchard,Arriere,73,True
2003,Canada,Quentin Fyffe,Arriere,66,False
2003,Pays_de_Galles,Adam Jones,Pilier,83,False
2003,Pays_de_Galles,Duncan Jones,Pilier,74,False
2003,Pays_de_Galles,Paul James,Pilier,77,False
2003,Pays_de_Galles,Gethin Jenkins,Pilier,83,False
2003,Pays_de_Galles,Iestyn Thomas,Pilier,73,False
2003,Pays_de_Galles,Robin McBryde,Talonneur,79,False
2003,Pays_de_Galles,Huw Bennett,Talonneur,76,False
2003,Pays_de_Galles,Mefin Davies,Talonneur,78,False
2003,Pays_de_Galles,Gareth Llewellyn,DeuxiemeLigne,76,False
2003,Pays_de_Galles,Mickael Owen,DeuxiemeLigne,74,False
2003,Pays_de_Galles,Robert Sidoli,DeuxiemeLigne,77,False
2003,Pays_de_Galles,Brent Cockbain,DeuxiemeLigne,75,False
2003,Pays_de_Galles,Chris Wyatt,DeuxiemeLigne,73,False
2003,Pays_de_Galles,Martyn Williams,TroisiemeLigneAile,84,False
2003,Pays_de_Galles,Alix Popham,TroisiemeLigneAile,76,False
2003,Pays_de_Galles,Dafydd Jones,TroisiemeLigneAile,78,False
2003,Pays_de_Galles,Colin Charvis,TroisiemeLigneCentre,76,False
2003,Pays_de_Galles,Jonathan Thomas,TroisiemeLigneCentre,74,False
2003,Pays_de_Galles,Dwayne Peel,DemiDeMelee,84,False
2003,Pays_de_Galles,Gareth Cooper,DemiDeMelee,75,False
2003,Pays_de_Galles,Stephen Jones,DemiOuverture,86,True
2003,Pays_de_Galles,Ceri Sweeney,DemiOuverture,79,True
2003,Pays_de_Galles,Iestyn Harris,Centre,76,True
2003,Pays_de_Galles,Sonny Parker,Centre,78,False
2003,Pays_de_Galles,Tom Shanklin,Centre,76,False
2003,Pays_de_Galles,Mark Taylor,Centre,74,False
2003,Pays_de_Galles,Kevin Morgan,Ailier,77,False
2003,Pays_de_Galles,Shane Williams,Ailier,86,False
2003,Pays_de_Galles,Gareth Thomas,Ailier,85,True
2003,Pays_de_Galles,Mark Jones,Ailier,79,False
2003,Pays_de_Galles,Rhys Williams,Arriere,76,False
2003,Pays_de_Galles,Garan Evans,Arriere,78,False
2003,Italie,Salvatore Perugini,Pilier,71,False
2003,Italie,Andrea Lo Cicero,Pilier,69,False
2003,Italie,Martin Castrogiovanni,Pilier,83,False
2003,Italie,Ramiro Martinez,Pilier,70,False
2003,Italie,Carlo Festuccia,Talonneur,68,False
2003,Italie,Fabio Ongaro,Talonneur,74,False
2003,Italie,Marco Bortolami,DeuxiemeLigne,71,False
2003,Italie,Santiago Dellape,DeuxiemeLigne,73,False
2003,Italie,Carlo Checchinato,DeuxiemeLigne,71,False
2003,Italie,Cristian Bezzi,DeuxiemeLigne,69,False
2003,Italie,Mauro Bergamasco,TroisiemeLigneAile,83,False
2003,Italie,Aaron Persico,TroisiemeLigneAile,70,False
2003,Italie,Andrea De Rossi,TroisiemeLigneAile,68,False
2003,Italie,Scott Palmer,TroisiemeLigneAile,74,False
2003,Italie,Sergio Parisse,TroisiemeLigneCentre,84,False
2003,Italie,Matthew Phillips,TroisiemeLigneCentre,73,False
2003,Italie,Alessandro Troncon,DemiDeMelee,85,False
2003,Italie,Matteo Mazzantini,DemiDeMelee,69,False
2003,Italie,Rima Wakarua,DemiOuverture,72,True
2003,Italie,Francesco Mazzariol,DemiOuverture,70,True
2003,Italie,Vincenzo Zullo,DemiOuverture,68,True
2003,Italie,Alessandro Stoica,Centre,74,False
2003,Italie,Manuel Dallan,Centre,71,False
2003,Italie,Andrea Masi,Centre,82,False
2003,Italie,Matteo Barbini,Centre,71,False
2003,Italie,Mirco Bergamasco,Ailier,82,False
2003,Italie,Denis Dallan,Ailier,72,False
2003,Italie,Nicola Mazzucato,Ailier,70,False
2003,Italie,Gonzalo Canale,Arriere,68,False
2003,Italie,Gert Peens,Arriere,74,False
2003,Nouvelle_Zélande,Greg Somerville,Pilier,83,False
2003,Nouvelle_Zélande,Kees Meeuws,Pilier,85,False
2003,Nouvelle_Zélande,Carl Hoeft,Pilier,83,False
2003,Nouvelle_Zélande,David Hewett,Pilier,81,False
2003,Nouvelle_Zélande,Keven Mealamu,Talonneur,88,False
2003,Nouvelle_Zélande,Mark Hammett,Talonneur,82,False
2003,Nouvelle_Zélande,Corey Flynn,Talonneur,80,False
2003,Nouvelle_Zélande,Ali Williams,DeuxiemeLigne,88,False
2003,Nouvelle_Zélande,Brad Thorn,DeuxiemeLigne,83,False
2003,Nouvelle_Zélande,Chris Jack,DeuxiemeLigne,87,False
2003,Nouvelle_Zélande,Richard McCaw,TroisiemeLigneAile,93,False
2003,Nouvelle_Zélande,Reuben Thorne,TroisiemeLigneAile,81,False
2003,Nouvelle_Zélande,Marty Holah,TroisiemeLigneAile,84,False
2003,Nouvelle_Zélande,Daniel Braid,TroisiemeLigneAile,82,False
2003,Nouvelle_Zélande,Jerry Collins,TroisiemeLigneCentre,87,False
2003,Nouvelle_Zélande,Rodney So'oialo,TroisiemeLigneCentre,86,False
2003,Nouvelle_Zélande,Byron Kelleher,DemiDeMelee,83,False
2003,Nouvelle_Zélande,Justin Marshall,DemiDeMelee,89,False
2003,Nouvelle_Zélande,Steve Devine,DemiDeMelee,83,False
2003,Nouvelle_Zélande,Carlos Spencer,DemiOuverture,94,True
2003,Nouvelle_Zélande,Daniel Carter,DemiOuverture,87,True
2003,Nouvelle_Zélande,Ben Atiga,Centre,82,False
2003,Nouvelle_Zélande,Leon MacDonald,Centre,80,True
2003,Nouvelle_Zélande,Tana Umaga,Centre,93,False
2003,Nouvelle_Zélande,Aaron Mauger,Centre,83,False
2003,Nouvelle_Zélande,Ma'a Nonu,Centre,85,False
2003,Nouvelle_Zélande,Doug Howlett,Ailier,91,False
2003,Nouvelle_Zélande,Caleb Ralph,Ailier,81,False
2003,Nouvelle_Zélande,Joe Rokocoko,Ailier,92,False
2003,Nouvelle_Zélande,Ben Blair,Arriere,82,False
2003,Nouvelle_Zélande,Mils Muliaina,Arriere,90,False
2003,Tonga,Kisi Pulu,Pilier,76,False
2003,Tonga,Tonga Lea'aetoa,Pilier,68,False
2003,Tonga,Kafalosi Tonga,Pilier,70,False
2003,Tonga,Heamani Lavaka,Pilier,68,False
2003,Tonga,Viliami Ma'asi,Talonneur,66,False
2003,Tonga,Ephraim Taukafa,Talonneur,69,False
2003,Tonga,Viliami Vaki,DeuxiemeLigne,67,False
2003,Tonga,Milton Ngauamo,DeuxiemeLigne,65,False
2003,Tonga,Saia Latu,DeuxiemeLigne,71,False
2003,Tonga,Edward Langi,DeuxiemeLigne,68,False
2003,Tonga,Inoke Afeaki,TroisiemeLigneAile,76,False
2003,Tonga,Stanley Afeaki,TroisiemeLigneAile,68,False
2003,Tonga,Ipolito Fenukitau,TroisiemeLigneAile,66,False
2003,Tonga,Sione Tu'amoheloa,TroisiemeLigneAile,69,False
2003,Tonga,Benhur Kivalu,TroisiemeLigneCentre,67,False
2003,Tonga,Nisifolo Naufahu,TroisiemeLigneCentre,65,False
2003,Tonga,Sililo Martens,DemiDeMelee,71,False
2003,Tonga,Tony Alatini,DemiDeMelee,68,False
2003,Tonga,David Palu,DemiDeMelee,70,False
2003,Tonga,Pierre Hola,DemiOuverture,75,True
2003,Tonga,Lisiate Ulufonua,DemiOuverture,66,True
2003,Tonga,Johnny Ngauamo,Centre,69,False
2003,Tonga,John Payne,Centre,67,False
2003,Tonga,Gus Leger,Centre,65,False
2003,Tonga,Sukanaivalu Hufanga,Centre,71,False
2003,Tonga,Pila Fifita,Ailier,68,False
2003,Tonga,Sione Fonua,Ailier,70,False
2003,Tonga,Sila Va'enuku,Ailier,68,False
2003,Tonga,Tevita Tu'ifua,Ailier,66,False
2003,Tonga,Sateki Tuipulotu,Arriere,74,False
1999,Afrique_du_Sud,Os du Randt,Pilier,88,false
1999,Afrique_du_Sud,Adrian Garvey,Pilier,82,false
1999,Afrique_du_Sud,Ollie Le Roux,Pilier,80,false
1999,Afrique_du_Sud,Cobus Visagie,Pilier,83,false
1999,Afrique_du_Sud,Naka Drotske,Talonneur,84,false
1999,Afrique_du_Sud,Chris Rossouw,Talonneur,82,false
1999,Afrique_du_Sud,Mark Andrews,DeuxiemeLigne,88,false
1999,Afrique_du_Sud,Krynauw Otto,DeuxiemeLigne,82,false
1999,Afrique_du_Sud,Albert van den Berg,DeuxiemeLigne,80,false
1999,Afrique_du_Sud,Johan Erasmus,TroisiemeLigneAile,84,false
1999,Afrique_du_Sud,André Venter,TroisiemeLigneAile,89,false
1999,Afrique_du_Sud,Ruben Kruger,TroisiemeLigneAile,80,false
1999,Afrique_du_Sud,André Vos,TroisiemeLigneAile,83,false
1999,Afrique_du_Sud,Bobby Skinstad,TroisiemeLigneCentre,90,false
1999,Afrique_du_Sud,Anton Leonard,TroisiemeLigneCentre,82,false
1999,Afrique_du_Sud,Werner Swanepoel,DemiDeMelee,84,false
1999,Afrique_du_Sud,Joost van der Westhuizen,DemiDeMelee,93,false
1999,Afrique_du_Sud,Jannie de Beer,DemiOuverture,90,true
1999,Afrique_du_Sud,Henry Honiball,DemiOuverture,87,true
1999,Afrique_du_Sud,Robbie Fleck,Centre,84,false
1999,Afrique_du_Sud,Wayne Julies,Centre,82,false
1999,Afrique_du_Sud,Pieter Muller,Centre,80,false
1999,Afrique_du_Sud,Deon Kayser,Ailier,84,false
1999,Afrique_du_Sud,Kaya Malotana,Ailier,82,false
1999,Afrique_du_Sud,Breyton Paulse,Ailier,80,false
1999,Afrique_du_Sud,Pieter Rossouw,Ailier,83,false
1999,Afrique_du_Sud,Stefan Terblanche,Ailier,86,false
1999,Afrique_du_Sud,Percy Montgomery,Arriere,91,true
1999,Écosse,Tom Smith,Pilier,84,false
1999,Écosse,Dave Hilton,Pilier,77,false
1999,Écosse,Paul Burnell,Pilier,75,false
1999,Écosse,George Graham,Pilier,78,false
1999,Écosse,Gordon Bulloch,Talonneur,79,false
1999,Écosse,Robbie Russell,Talonneur,77,false
1999,Écosse,Scott Murray,DeuxiemeLigne,79,false
1999,Écosse,Stuart Grimes,DeuxiemeLigne,77,false
1999,Écosse,Doddie Weir,DeuxiemeLigne,84,false
1999,Écosse,Martin Leslie,TroisiemeLigneAile,79,false
1999,Écosse,Budge Pountney,TroisiemeLigneAile,77,false
1999,Écosse,Peter Walton,TroisiemeLigneAile,75,false
1999,Écosse,Cameron Mather,TroisiemeLigneAile,78,false
1999,Écosse,Gordon Simpson,TroisiemeLigneCentre,79,false
1999,Écosse,Gary Armstrong,DemiDeMelee,84,false
1999,Écosse,Bryan Redpath,DemiDeMelee,77,false
1999,Écosse,Gregor Townsend,DemiOuverture,87,true
1999,Écosse,Duncan Hodge,DemiOuverture,77,true
1999,Écosse,John Leslie,Centre,79,false
1999,Écosse,Alan Tait,Centre,77,false
1999,Écosse,James McLaren,Centre,75,false
1999,Écosse,Jamie Mayer,Centre,78,false
1999,Écosse,Kenny Logan,Ailier,85,true
1999,Écosse,Cameron Murray,Ailier,77,false
1999,Écosse,Shaun Longstaff,Ailier,75,false
1999,Écosse,Glenn Metcalfe,Arriere,79,false
1999,Espagne,Jordi Camps,Pilier,60,false
1999,Espagne,José Ignacio Zapatero,Pilier,58,false
1999,Espagne,Víctor Torres,Pilier,56,false
1999,Espagne,Luis Javier Martínez,Pilier,59,false
1999,Espagne,Fernando de la Calle,Talonneur,60,false
1999,Espagne,Diego Zarzosa,Talonneur,58,false
1999,Espagne,José Miguel Villaú,DeuxiemeLigne,60,false
1999,Espagne,Steve Tuineau Iloa,DeuxiemeLigne,58,false
1999,Espagne,Sergio Souto Vidal,DeuxiemeLigne,56,false
1999,Espagne,Alberto Malo,TroisiemeLigneAile,60,false
1999,Espagne,Carlos Souto Vidal,TroisiemeLigneAile,58,false
1999,Espagne,Oscar Astarloa,TroisiemeLigneAile,56,false
1999,Espagne,José Díaz,TroisiemeLigneCentre,60,false
1999,Espagne,Agustín Malet,TroisiemeLigneCentre,58,false
1999,Espagne,Alfonso Mata,TroisiemeLigneCentre,56,false
1999,Espagne,Aratz Gallastegui,DemiDeMelee,60,false
1999,Espagne,Jaime Alonso,DemiDeMelee,58,false
1999,Espagne,Andrei Kovalenco,DemiOuverture,60,true
1999,Espagne,Aitor Etxeberría,DemiOuverture,58,true
1999,Espagne,Álvar Enciso,Centre,60,false
1999,Espagne,Fernando Díez,Centre,58,false
1999,Espagne,Raphaël Bastide,Centre,56,false
1999,Espagne,Alberto Socías,Centre,59,false
1999,Espagne,Sébastien Loubsens,Centre,57,false
1999,Espagne,Oriol Ripol,Ailier,60,false
1999,Espagne,Antonio Socías,Ailier,58,false
1999,Espagne,José Ignacio Inchausti,Ailier,56,false
1999,Espagne,Miguel Ángel Frechilla,Ailier,59,false
1999,Espagne,Ferran Velazco Querol,Arriere,60,false
1999,Espagne,Francisco Puertas Soto,Arriere,58,false
1999,Uruguay,Eduardo Berruti,Pilier,60,false
1999,Uruguay,Pablo Lemoine,Pilier,72,false
1999,Uruguay,Rodrigo Sánchez,Pilier,61,false
1999,Uruguay,Francisco de los Santos,Talonneur,62,false
1999,Uruguay,Diego Lamelas,Talonneur,60,false
1999,Uruguay,Juan Alzueta,DeuxiemeLigne,62,false
1999,Uruguay,Agustín Ponce de León,DeuxiemeLigne,60,false
1999,Uruguay,Juan Carlos Bado,DeuxiemeLigne,58,false
1999,Uruguay,Leonardo de Oliveira,DeuxiemeLigne,61,false
1999,Uruguay,Mario Lamé,DeuxiemeLigne,59,false
1999,Uruguay,Nicolás Grillé,TroisiemeLigneAile,62,false
1999,Uruguay,Nicolas Brignoni,TroisiemeLigneAile,60,false
1999,Uruguay,Martín Panizza,TroisiemeLigneAile,58,false
1999,Uruguay,Diego Ormaechea,TroisiemeLigneCentre,75,false
1999,Uruguay,Guillermo Laffitte,TroisiemeLigneCentre,60,false
1999,Uruguay,Fernando Sosa Díaz,DemiDeMelee,62,false
1999,Uruguay,Federico Sciarra,DemiDeMelee,60,false
1999,Uruguay,Diego Aguirre,DemiOuverture,62,true
1999,Uruguay,Sebastián Aguirre,DemiOuverture,60,true
1999,Uruguay,Martín Mendaro,Centre,62,false
1999,Uruguay,Pedro Vecino,Centre,60,false
1999,Uruguay,Juan Martín Marqués,Centre,58,false
1999,Uruguay,Fernando Paullier,Centre,61,false
1999,Uruguay,Pablo Costábile,Ailier,62,false
1999,Uruguay,Juan Menchaca,Ailier,60,false
1999,Uruguay,Martín Ferrés,Ailier,58,false
1999,Uruguay,José Viana,Ailier,61,false
1999,Uruguay,Martín Cerviño,Arriere,62,false
1999,Uruguay,Alfonso Cardoso,Arriere,60,false
1999,Angleterre,Darren Garforth,Pilier,81,false
1999,Angleterre,Jason Leonard,Pilier,88,false
1999,Angleterre,Phil Vickery,Pilier,77,false
1999,Angleterre,Richard Cockerill,Talonneur,81,false
1999,Angleterre,Phil Greening,Talonneur,79,false
1999,Angleterre,Garath Archer,DeuxiemeLigne,81,false
1999,Angleterre,Danny Grewcock,DeuxiemeLigne,79,false
1999,Angleterre,Martin Johnson,DeuxiemeLigne,91,false
1999,Angleterre,Neil Back,TroisiemeLigneAile,87,false
1999,Angleterre,Richard Hill,TroisiemeLigneAile,87,false
1999,Angleterre,Tim Rodber,TroisiemeLigneAile,77,false
1999,Angleterre,Joe Worsley,TroisiemeLigneAile,80,false
1999,Angleterre,Lawrence Dallaglio,TroisiemeLigneCentre,90,false
1999,Angleterre,Matt Dawson,DemiDeMelee,81,false
